School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
G M L P S Vadakkangara,Malappuram,Mankada,Mankada,1 - 4,67.1,MDR,Makkarapparamba Mankada Road (KPWD/MDR/503020201/8,11.01785,76.15089
G. M. U. P. S. Paravanna,Tirur,Tirur,Tirur,1 - 7,67.2,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.900722,75.89231
G. L. P. S. Mankeri,Tirur,Kuttippuram,Kuttippuram,1 - 4,69.6,MDR,Variyathupady Mankeri Vendalloor Road 2 (KPWD/MDR/503020102/15,10.85354,76.08205
GLPS Nottappuram,Thirurangadi,Vengara,Vengara,1 - 4,70.2,MDR,Vengara - Achanambalam Road (KPWD/MDR/503020303/27,11.063657,75.974144
GLPS Thattancherimala,Thirurangadi,Vengara,Vengara,1 - 4,70.4,MDR,Vengara Kooriyad Road (KPWD/MDR/503020303/29,11.045565,75.945858
G H S Kuruka,Thirurangadi,Vengara,Vengara,1 -10,71.1,MDR,Vengara Kooriyad Road (KPWD/MDR/503020303/29,11.03964,75.96862
G. M. L. P. S. Kuttippala,Thirurangadi,Tanur,Tanur,1 - 5,71.2,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.96675,75.96111
G. M. L. P. S. Kuttayi North,Tirur,Tirur,Tirur,1 - 4,72.3,MDR,Tippu Sulthan Road (KPWD/MDR/503020301/28,10.849138,75.901949
Uthirampoyil GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,72.5,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.187986,76.326545
G.M.L.P.S. Kodasseri,Malappuram,Manjeri,Wandoor,1 - 4,72.9,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.123438,76.233539
G.L.P.S. Arimbra Melmuri,Malappuram,Kondotty,Malappuram,1 - 4,73.4,MDR,Morayur Arimbra Pookkottur Road (KPWD/MDR/503020402/58,11.106578,76.024071
G.L.P.S. Cheruvannur,Malappuram,Manjeri,Wandoor,1 - 4,73.5,MDR,Kuttippara - Cherukode Road (KPWD/MDR/503020401/8,11.143501,76.190853
Kizhakkethala GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,75.3,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.124123,76.341958
G.H.S Anchachavadi,Wandoor,Wandoor,Kalikavu,1 -10,76.4,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/18,11.18653,76.29057
G M L P S Mariyad,Malappuram,Manjeri,,1 - 4,77.8,MDR,N.S.S. College Road - Manjeri (KPWD/MDR/503020401/14,11.11729,76.127867
G L P S Padinhattummuri,Malappuram,Mankada,Mankada,1 - 5,79.6,MDR,Panambattachala Vennakkode Vellila (KPWD/MDR/503020402/47,11.05881,76.11072
G.U.P.S. Ponmala,Malappuram,Malappuram,Malappuram,1 - 7,80.4,MDR,Vattaparamba - Kadampuzha (KPWD/MDR/503020402/52,10.983657,76.06755
G L P S Puthanangadi,Malappuram,Mankada,Perinthalmanna,1 - 4,80.9,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/2,10.96752,76.188931
GMLPS Perinthalmanna Central,Malappuram,Perinthalmanna,,1 - 4,81.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/4,10.978076,76.22629
G L P S Palakaparambil,Malappuram,Mankada,Mankada,1 - 4,81.4,MDR,Kolathur Malappuram (KPWD/MDR/503020201/15,10.97117,76.11529
G.M.L.P.S. Pathappiriyam,Malappuram,Manjeri,Areacode,1 - 4,82.7,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.199875,76.135465
G.H. S. S. Kokkur,Tirur,Edappal,Perumpadappa,1 - 12,83.0,MDR,Kolikkara Kokkur Road (KPWD/MDR/503020102/5,10.730907,76.060525
G. M. L. P. S. Valavannur,Thirurangadi,Tanur,Tanur,1 - 4,85.7,MDR,Kadungathukundu Edarikkode (KPWD/MDR/503020301/9,10.958043,75.976714
G.M.L.P.S. Nenmini,Wandoor,Melattur,Perinthalmanna,1 - 4,86.0,MDR,Areekadampakku Nenmini Road (KPWD/MDR/503020203/4,11.05346,76.2094
G. U. P. S. Randathani,Tirur,Kuttippuram,Kuttippuram,1 - 7,86.9,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,10.96144,76.00752
G. H. S. Athavanad,Tirur,Kuttippuram,Kuttippuram,1 -10,87.8,MDR,Patternadakkavu - Kanjippura Road (KPWD/MDR/503020301/41,10.89707,76.02314
Karuvarakundu GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,88.9,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.112713,76.327713
Valanthode GTLPS,Wandoor,Nilambur,Nilambur,1 - 4,89.4,MDR,Nilambur - Valamthodu Road (KPWD/MDR/503020403/11,11.3254,76.19236
G. M. U. P. S. Kodinhi,Thirurangadi,Tanur,Tirurangadi,1 - 7,90.0,MDR,Trikulam Thayyala Road (KPWD/MDR/503020303/25,11.01703,75.91072
G.M.U.P.S. Arimbra,Malappuram,Kondotty,Malappuram,1 - 7,90.8,MDR,Morayur Arimbra Pookkottur Road (KPWD/MDR/503020402/58,11.11546,76.01882
G.M.L.P.S. Pallikuth,Wandoor,Melattur,Perinthalmanna,1 - 4,91.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.01528,76.22959
Maliyekkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,91.1,MDR,Udhirampoyil - Maliyekkal Road (KPWD/MDR11/503020202/14,11.194906,76.308246
GLPS Pavanna,Wandoor,Areacode,Areacode,1 - 4,94.9,MDR,Moorkanad - Mythra - Valiyaventek Road (KPWD/MDR/503020401/36,11.2204,76.09844
GMLPS Edakkaparamba,Thirurangadi,Vengara,Vengara,1 - 4,97.0,MDR,Vengara Kunnumpuram Road (KPWD/MDR/503020303/28,11.0863,75.96675
GLPS Pallikunnu,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,98.7,MDR,Thootha - Vettathur Road (KPWD/MDR/503020203/16,10.99871,76.32037
GLPS Thencheri,Wandoor,Areacode,Areacode,1 - 4,98.9,MDR,Moorkanad - Mythra - Valiyaventek Road (KPWD/MDR/503020401/36,11.23171,76.09292
GLPS Kuzhimanna II South,Malappuram,Kizhisseri,Areacode,1 - 4,101.3,MDR,Morayur Edapparamb Kizhisseri Road (KPWD/MDR/503020302/26,11.16318,76.01003
G.L.P.S. Thottupoyil,Malappuram,Manjeri,,1 - 4,101.9,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.123352,76.125459
G. W. U. P. S. Trikkulam,Thirurangadi,Parappanangadi,,1 - 7,103.0,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/1,11.04346,75.90143
Kalikavu Bazar G M U P S,Wandoor,Wandoor,Kalikavu,1 - 7,104.3,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.1686,76.32662
G. M. L. P. S. Velimukku,Thirurangadi,Parappanangadi,Tirurangadi,1 - 5,106.5,NH,NH 66 - Idimuzhikkal Kooriyad (KPWD/NH66/302010502/1,11.099083,75.89457
G. M. L. P. S. Mangalam,Tirur,Tirur,Tirur,1 - 4,109.5,MDR,Alathiyoor Pallikkadavu Road (KPWD/MDR/503020301/59,10.854956,75.920976
G H S Neelanchery,Wandoor,Wandoor,Kalikavu,1 -10,116.0,MDR,Karuvarakundu - Kuttathi - Neelancheri - Kalikavu (KPWD/MDR15/503020202/10,11.145257,76.322666
GLPS Ponnad,Malappuram,Kizhisseri,Areacode,1 - 4,120.0,MDR,Kondotti Vazhakkad Road (KPWD/MDR/503020302/8,11.224771,75.971171
Vaniyambalam CKAGLPS,Wandoor,Wandoor,Wandoor,1 - 4,122.0,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/18,11.188604,76.262534
GLPS Kuthuparamba,Wandoor,Areacode,Areacode,1 - 4,122.4,MDR,Moorkanad - Mythra - Valiyaventek Road (KPWD/MDR/503020401/36,11.22863,76.07874
G. M. U. P. S. Edappal,Tirur,Edappal,Ponnani,1 - 7,123.8,MDR,Palakkad - Ponnani Road (KPWD/MDR/503020101/15,10.78435,76.00155
G. B. L. P. S. Mudur,Tirur,Edappal,Ponnani,1 - 4,127.5,MDR,Kaladi Anakkara Road (KPWD/MDR/503020102/4,10.80417,76.02645
G.M.L.P.S. Ponmala,Malappuram,Malappuram,Malappuram,1 - 4,128.0,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/2,11.028299,76.0411
G.M.L.P.S. Melangadi,Malappuram,Kondotty,,1 - 4,131.6,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/2,11.14257,75.9606
G U P S Koottilangadi,Malappuram,Mankada,Mankada,1 - 7,135.6,MDR,Koottilangadi - Vallikkapetta Road (KPWD/MDR/503020402/55,11.03428,76.1045
GLPS Pukayur,Thirurangadi,Vengara,Vengara,1 - 4,135.6,MDR,Thottasseriyara Valiyaparamba Road (KPWD/MDR/503020303/20,11.073853,75.91443
Mampuzha GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,141.2,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.121202,76.312344
GMUPS Areacode,Wandoor,Areacode,Areacode,1 - 7,143.7,SH,Koyilandy Thamarassery Mukkom Areacode Edavanna Road up to Erannyamakkal (KPWD/MPM/SH/34/6,11.23652,76.05182
G. M. U. P. S. Puthan Kadappuram,Thirurangadi,Parappanangadi,,1 - 7,149.0,MDR,Parappanangadi Tippu Sulthan Road (KPWD/MDR/503020303/17,11.04971,75.85147
G. W. L. P. S. Irimbliyam,Tirur,Kuttippuram,Kuttippuram,1 - 4,150.1,MDR,Variyathupady Mankeri Vendalloor Road (KPWD/MDR/503020102/46,10.85739,76.09339
G.M.L.P.S. Manhapatta,Malappuram,Manjeri,Wandoor,1 - 4,150.2,MDR,Manjeri - Elamkur - Wandoor Road (KPWD/MDR/503020401/34,11.153943,76.151528
GLPS Kattumunda East,Wandoor,Nilambur,Wandoor,1 - 4,153.7,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.234498,76.208361
GHSS Puthuparamba,Thirurangadi,Vengara,Vengara,1 - 12,154.1,MDR,Edarikode Puthuparamba Road (KPWD/MDR/503020303/7,11.02323,75.97062
Chokkad GMUPS,Wandoor,Wandoor,Kalikavu,1 - 7,154.1,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.22275,76.33407
G L P S Pooppalam Valambur,Malappuram,Mankada,Perinthalmanna,1 - 4,155.6,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,10.999484,76.223165
GUPS Kadungallur,Malappuram,Kizhisseri,Areacode,1 - 7,155.8,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/2,11.19836,76.02383
G. L. P. S. Chellur,Tirur,Kuttippuram,Kuttippuram,1 - 4,158.4,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.86938,76.04234
GMVHSS Vengara Town,Thirurangadi,Vengara,Vengara,1 - 12,159.1,SH,Malappuram - Parappanangadi Road (KPWD/MPM/SH/72/2,11.049436,75.977941
GMLPS Puthalam,Wandoor,Areacode,Areacode,1 - 4,160.5,SH,Koyilandy Thamarassery Mukkom Areacode Edavanna Road up to Erannyamakkal (KPWD/MPM/SH/34/6,11.226101,76.054243
GMLPS Koyappa,Thirurangadi,Vengara,Tirurangadi,1 - 5,164.2,NH,NH 66 - Idimuzhikkal Kooriyad (KPWD/NH66/302010502/1,11.12188,75.89622
G. M. L. P. S. Kanancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,164.3,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,10.9492,76.00376
GLPS Kuniyil South,Wandoor,Areacode,Areacode,1 - 4,164.7,MDR,Keezhuparamba - Nellarkadavu Road (KPWD/MDR/503020401/61,11.24197,76.02106
G L P S Pathanapuram,Wandoor,Areacode,Areacode,1 - 4,167.6,SH,Koyilandy Thamarassery Mukkom Areacode Edavanna Road up to Erannyamakkal (KPWD/MPM/SH/34/6,11.24532,76.04459
G.L.P.S. Pattikkad,Wandoor,Melattur,Perinthalmanna,1 - 4,173.2,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.01924,76.23566
G. M. L. P. S. Parappanangadi,Thirurangadi,Parappanangadi,,1 - 4,173.4,MDR,Parappanangadi Tippu Sulthan Road (KPWD/MDR/503020303/17,11.060829,75.84904
G.M.L.P.S. Nellikuth North,Malappuram,Manjeri,,1 - 4,176.0,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.10863,76.182198
G.L.P.S. Kizhakkuparamba,Malappuram,Manjeri,Malappuram,1 - 4,178.0,MDR,Nariyattupara - Nenmeni Church Road (KPWD/MDR/503020401/15,11.075779,76.18996
G.U.P.S. Vettekkode,Malappuram,Manjeri,,1 - 7,179.1,SH,Manjery By Pass Third Reach (KPWD/SH/503020401/13,11.114443,76.123285
GMLPS Thootha,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,179.7,SH,Palakkad  Perinthalmanna Road (KPWD/MPM/SH/53/4,10.9188,76.28679
G.L.P.S. Valayapuram,Wandoor,Melattur,Perinthalmanna,1 - 4,179.8,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.04503,76.27342
Thiruvali GLPS,Wandoor,Wandoor,Wandoor,1 - 4,181.8,MDR,Edavanna - Tiruvali Road (KPWD/MDR/503020202/2,11.200862,76.170914
